datetime,y
2012-04-27,1073.0
2012-04-28,998.0
2012-04-29,1192.0
2012-04-30,892.0
2012-05-01,1276.0
2012-05-02,1041.0
2012-05-03,1173.0
2012-05-04,1074.0
2012-05-05,1173.0
2012-05-06,2864.0
2012-05-07,2837.0
2012-05-08,5865.0
2012-05-09,1499.0
2012-05-10,4695.0
2012-05-11,1290.0
2012-05-12,1947.0
2012-05-13,2674.0
2012-05-14,1851.0
2012-05-15,1175.0
2012-05-16,1189.0
2012-05-17,4647.0
2012-05-18,3368.0
2012-05-19,1904.0
2012-05-20,1070.0
2012-05-21,938.0
2012-05-22,1062.0
2012-05-23,617.0
2012-05-24,718.0
2012-05-25,462.0
2012-05-26,1291.0
2012-05-27,2162.0
2012-05-28,3873.0
2012-05-29,6015.0
2012-05-30,5513.0
2012-05-31,1486.0
2012-06-01,1955.0
2012-06-02,5871.0
2012-06-03,6028.0
2012-06-04,6040.0
2012-06-05,6045.0
2012-06-06,5923.0
2012-06-07,5796.0
2012-06-08,5893.0
2012-06-09,6551.0
2012-06-10,6596.0
2012-06-11,6495.0
2012-06-12,6436.0
2012-06-13,2638.0
2012-06-14,3422.0
2012-06-15,1139.0
2012-06-16,3308.0
2012-06-17,6553.0
2012-06-18,6396.0
2012-06-19,6241.0
2012-06-20,6542.0
2012-06-21,6727.0
2012-06-22,6712.0
2012-06-23,6560.0
2012-06-24,3255.0
2012-06-25,995.0
2012-06-26,1039.0
2012-06-27,951.0
2012-06-28,1180.0
2012-06-29,893.0
2012-06-30,1064.0
2012-07-01,929.0
2012-07-02,1021.0
2012-07-03,1256.0
2012-07-04,1102.0
2012-07-05,1330.0
2012-07-06,1033.0
2012-07-07,1000.0
2012-07-08,1156.0
2012-07-09,1063.0
2012-07-10,1185.0
2012-07-11,934.0
2012-07-12,1297.0
2012-07-13,968.0
2012-07-14,1057.0
2012-07-15,1007.0
2012-07-16,1112.0
2012-07-17,1247.0
2012-07-18,1012.0
2012-07-19,1116.0
2012-07-20,801.0
2012-07-21,978.0
2012-07-22,1911.0
2012-07-23,911.0
2012-07-24,1251.0
2012-07-25,1329.0
2012-07-26,1310.0
2012-07-27,954.0
2012-07-28,984.0
2012-07-29,2849.0
2012-07-30,788.0
2012-07-31,1022.0
2012-08-01,965.0
2012-08-02,5081.0
2012-08-03,1588.0
2012-08-04,2491.0
2012-08-05,2616.0
2012-08-06,1205.0
2012-08-07,984.0
2012-08-08,797.0
2012-08-09,2256.0
2012-08-10,742.0
2012-08-11,726.0
2012-08-12,1497.0
2012-08-13,729.0
2012-08-14,846.0
2012-08-15,542.0
2012-08-16,1168.0
2012-08-17,804.0
2012-08-18,1772.0
2012-08-19,855.0
2012-08-20,733.0
2012-08-21,1002.0
2012-08-22,681.0
2012-08-23,2799.0
2012-08-24,4717.0
2012-08-25,5655.0
2012-08-26,6281.0
2012-08-27,6219.0
2012-08-28,6209.0
2012-08-29,6498.0
2012-08-30,6575.0
2012-08-31,5857.0
2012-09-01,6327.0
2012-09-02,6100.0
2012-09-03,6159.0
2012-09-04,1699.0
2012-09-05,899.0
2012-09-06,769.0
2012-09-07,691.0
2012-09-08,689.0
2012-09-09,881.0
2012-09-10,909.0
2012-09-11,1098.0
2012-09-12,764.0
2012-09-13,805.0
2012-09-14,624.0
2012-09-15,791.0
2012-09-16,874.0
2012-09-17,880.0
2012-09-18,1114.0
2012-09-19,886.0
2012-09-20,1029.0
2012-09-21,954.0
2012-09-22,1094.0
2012-09-23,1066.0
2012-09-24,870.0
2012-09-25,964.0
2012-09-26,1042.0
2012-09-27,1110.0
2012-09-28,868.0
2012-09-29,950.0
2012-09-30,1117.0
