datetime,y
2012-05-09,14107.0
2012-05-10,15711.0
2012-05-11,15030.0
2012-05-12,13254.0
2012-05-13,14161.0
2012-05-14,12878.0
2012-05-15,17583.0
2012-05-16,17988.0
2012-05-17,18342.0
2012-05-18,27085.0
2012-05-19,21377.0
2012-05-20,20917.0
2012-05-21,18869.0
2012-05-22,19653.0
2012-05-23,16104.0
2012-05-24,15391.0
2012-05-25,15334.0
2012-05-26,19200.0
2012-05-27,21555.0
2012-05-28,18451.0
2012-05-29,19507.0
2012-05-30,17616.0
2012-05-31,19464.0
2012-06-01,18184.0
2012-06-02,17992.0
2012-06-03,16961.0
2012-06-04,17107.0
2012-06-05,16562.0
2012-06-06,15334.0
2012-06-07,14652.0
2012-06-08,15172.0
2012-06-09,14975.0
2012-06-10,14299.0
2012-06-11,15826.0
2012-06-12,17176.0
2012-06-13,17114.0
2012-06-14,17957.0
2012-06-15,18538.0
2012-06-16,20870.0
2012-06-17,19145.0
2012-06-18,19089.0
2012-06-19,21120.0
2012-06-20,22756.0
2012-06-21,23477.0
2012-06-22,25762.0
2012-06-23,26276.0
2012-06-24,26522.0
2012-06-25,27279.0
2012-06-26,29029.0
2012-06-27,26063.0
2012-06-28,27284.0
2012-06-29,26978.0
2012-06-30,27495.0
2012-07-01,27061.0
2012-07-02,27368.0
2012-07-03,26915.0
2012-07-04,26310.0
2012-07-05,27222.0
2012-07-06,28014.0
2012-07-07,27773.0
2012-07-08,27155.0
2012-07-09,27217.0
2012-07-10,29127.0
2012-07-11,26839.0
2012-07-12,27554.0
2012-07-13,28205.0
2012-07-14,27333.0
2012-07-15,25113.0
2012-07-16,24751.0
2012-07-17,25488.0
2012-07-18,20541.0
2012-07-19,18981.0
2012-07-20,18738.0
2012-07-21,19488.0
2012-07-22,23632.0
2012-07-23,24736.0
2012-07-24,24336.0
2012-07-25,24331.0
2012-07-26,17355.0
2012-07-27,15282.0
2012-07-28,15319.0
2012-07-29,15240.0
2012-07-30,17528.0
2012-07-31,16635.0
2012-08-01,13678.0
2012-08-02,15139.0
2012-08-03,13761.0
2012-08-04,15114.0
2012-08-05,15849.0
2012-08-06,16180.0
2012-08-07,16810.0
2012-08-08,13941.0
2012-08-09,15155.0
2012-08-10,13892.0
2012-08-11,14421.0
2012-08-12,17253.0
2012-08-13,14565.0
2012-08-14,14825.0
2012-08-15,13892.0
2012-08-16,14929.0
2012-08-17,15575.0
2012-08-18,18751.0
2012-08-19,23450.0
2012-08-20,16660.0
2012-08-21,17998.0
2012-08-22,21865.0
2012-08-23,22963.0
2012-08-24,14920.0
2012-08-25,16758.0
2012-08-26,15438.0
2012-08-27,13764.0
2012-08-28,17270.0
2012-08-29,16505.0
2012-08-30,16380.0
2012-08-31,17117.0
2012-09-01,15524.0
2012-09-02,16373.0
2012-09-03,16186.0
2012-09-04,16591.0
2012-09-05,16810.0
2012-09-06,15839.0
2012-09-07,15298.0
2012-09-08,16308.0
2012-09-09,16229.0
2012-09-10,17413.0
2012-09-11,20083.0
2012-09-12,17180.0
2012-09-13,16716.0
2012-09-14,16873.0
2012-09-15,15337.0
2012-09-16,20330.0
2012-09-17,22540.0
2012-09-18,23744.0
2012-09-19,22583.0
2012-09-20,23341.0
2012-09-21,21793.0
2012-09-22,24332.0
2012-09-23,23648.0
2012-09-24,24646.0
2012-09-25,26886.0
2012-09-26,27927.0
2012-09-27,28081.0
2012-09-28,28386.0
2012-09-29,28106.0
2012-09-30,28379.0
