datetime,y
2012-04-05,63656.0
2012-04-06,65068.0
2012-04-07,64107.0
2012-04-08,60451.0
2012-04-09,60086.0
2012-04-10,55954.0
2012-04-11,61387.0
2012-04-12,57347.0
2012-04-13,54783.0
2012-04-14,55028.0
2012-04-15,55881.0
2012-04-16,55808.0
2012-04-17,50324.0
2012-04-18,53460.0
2012-04-19,50164.0
2012-04-20,53639.0
2012-04-21,49095.0
2012-04-22,53702.0
2012-04-23,53548.0
2012-04-24,46503.0
2012-04-25,48688.0
2012-04-26,48216.0
2012-04-27,44468.0
2012-04-28,40944.0
2012-04-29,40788.0
2012-04-30,41888.0
2012-05-01,42306.0
2012-05-02,43582.0
2012-05-03,42992.0
2012-05-04,40320.0
2012-05-05,42431.0
2012-05-06,42255.0
2012-05-07,40606.0
2012-05-08,40289.0
2012-05-09,41792.0
2012-05-10,40365.0
2012-05-11,41847.0
2012-05-12,41912.0
2012-05-13,43941.0
2012-05-14,41564.0
2012-05-15,44268.0
2012-05-16,47957.0
2012-05-17,47492.0
2012-05-18,53244.0
2012-05-19,45827.0
2012-05-20,44303.0
2012-05-21,44951.0
2012-05-22,42775.0
2012-05-23,44163.0
2012-05-24,43521.0
2012-05-25,43171.0
2012-05-26,45417.0
2012-05-27,45743.0
2012-05-28,46834.0
2012-05-29,43613.0
2012-05-30,44684.0
2012-05-31,44534.0
2012-06-01,46713.0
2012-06-02,47164.0
2012-06-03,43753.0
2012-06-04,46099.0
2012-06-05,41479.0
2012-06-06,46024.0
2012-06-07,48552.0
2012-06-08,48961.0
2012-06-09,45474.0
2012-06-10,41778.0
2012-06-11,42884.0
2012-06-12,45977.0
2012-06-13,48844.0
2012-06-14,46181.0
2012-06-15,46928.0
2012-06-16,47770.0
2012-06-17,50622.0
2012-06-18,49970.0
2012-06-19,47098.0
2012-06-20,52147.0
2012-06-21,56878.0
2012-06-22,59101.0
2012-06-23,58072.0
2012-06-24,61202.0
2012-06-25,63010.0
2012-06-26,61419.0
2012-06-27,65580.0
2012-06-28,64027.0
2012-06-29,69233.0
2012-06-30,63629.0
2012-07-01,63519.0
2012-07-02,59405.0
2012-07-03,55130.0
2012-07-04,62452.0
2012-07-05,61695.0
2012-07-06,61908.0
2012-07-07,59197.0
2012-07-08,63227.0
2012-07-09,64778.0
2012-07-10,62365.0
2012-07-11,59922.0
2012-07-12,58210.0
2012-07-13,58236.0
2012-07-14,53443.0
2012-07-15,51644.0
2012-07-16,55449.0
2012-07-17,51659.0
2012-07-18,46779.0
2012-07-19,45548.0
2012-07-20,47160.0
2012-07-21,50169.0
2012-07-22,49037.0
2012-07-23,51345.0
2012-07-24,48692.0
2012-07-25,49864.0
2012-07-26,42980.0
2012-07-27,42609.0
2012-07-28,44407.0
2012-07-29,42725.0
2012-07-30,42699.0
2012-07-31,41179.0
2012-08-01,40964.0
2012-08-02,40928.0
2012-08-03,44245.0
2012-08-04,42835.0
2012-08-05,42376.0
2012-08-06,42079.0
2012-08-07,42763.0
2012-08-08,43476.0
2012-08-09,43374.0
2012-08-10,41159.0
2012-08-11,43043.0
2012-08-12,48483.0
2012-08-13,46140.0
2012-08-14,44573.0
2012-08-15,44447.0
2012-08-16,45285.0
2012-08-17,45502.0
2012-08-18,44973.0
2012-08-19,45972.0
2012-08-20,46792.0
2012-08-21,49773.0
2012-08-22,50109.0
2012-08-23,49870.0
2012-08-24,48338.0
2012-08-25,51832.0
2012-08-26,48296.0
2012-08-27,47857.0
2012-08-28,45937.0
2012-08-29,44292.0
2012-08-30,44533.0
2012-08-31,45900.0
2012-09-01,49131.0
2012-09-02,50763.0
2012-09-03,51056.0
2012-09-04,46909.0
2012-09-05,47762.0
2012-09-06,48273.0
2012-09-07,50630.0
2012-09-08,49018.0
2012-09-09,51707.0
2012-09-10,52740.0
2012-09-11,49396.0
2012-09-12,49354.0
2012-09-13,45826.0
2012-09-14,46536.0
2012-09-15,46511.0
2012-09-16,50825.0
2012-09-17,55677.0
2012-09-18,53181.0
2012-09-19,56804.0
2012-09-20,52697.0
2012-09-21,52297.0
2012-09-22,54212.0
2012-09-23,54311.0
2012-09-24,58980.0
2012-09-25,62165.0
2012-09-26,63482.0
2012-09-27,63756.0
2012-09-28,67007.0
2012-09-29,63739.0
2012-09-30,59674.0
